"","id","total_votes","x0001e","x0002e","x0003e","x0005e","x0006e","x0007e","x0008e","x0009e","x0010e","x0011e","x0012e","x0013e","x0014e","x0015e","x0016e","x0017e","x0018e","x0019e","x0020e","x0021e","x0022e","x0023e","x0024e","x0025e","x0026e","x0027e","x0029e","x0030e","x0031e","x0033e","x0034e","x0035e","x0036e","x0037e","x0038e","x0039e","x0040e","x0041e","x0042e","x0043e","x0044e","x0045e","x0046e","x0047e","x0048e","x0049e","x0050e","x0051e","x0052e","x0053e","x0054e","x0055e","x0056e","x0057e","x0058e","x0059e","x0060e","x0061e","x0062e","x0064e","x0065e","x0066e","x0067e","x0068e","x0069e","x0071e","x0072e","x0073e","x0074e","x0075e","x0076e","x0077e","x0078e","x0079e","x0080e","x0081e","x0082e","x0083e","x0084e","x0085e","x0086e","x0087e","x0088e","x0089e","c01_001e","c01_002e","c01_003e","c01_004e","c01_005e","c01_006e","c01_007e","c01_008e","c01_009e","c01_010e","c01_011e","c01_012e","c01_013e","c01_014e","c01_015e","c01_016e","c01_017e","c01_018e","c01_019e","c01_020e","c01_021e","c01_022e","c01_023e","c01_024e","c01_025e","c01_026e","c01_027e","income_per_cap_2016","income_per_cap_2017","income_per_cap_2018","income_per_cap_2019","income_per_cap_2020","gdp_2016","gdp_2017","gdp_2018","gdp_2019","gdp_2020","x2013_code"
"x0025e",0.0544624255349882,0.991379186688431,0.999468146178396,0.999178611023976,0.999410164000117,0.989963892894245,0.98805056833909,0.987546715702453,0.989966082411875,0.986356567856171,0.99055776684432,0.996189976927015,0.996418331515998,0.996082128948963,0.995163203211892,0.989585109590366,0.978822844745473,0.973640639598324,-0.192163200927611,0.989506740739717,0.999987190855529,1,0.999942496516308,0.989025957997118,0.986647987178822,1,0.999713138146875,0.999748367337873,0.986647987178822,0.983607409650737,0.987879552532784,0.999468146178396,0.999186970239685,0.927492847204544,0.999186970239685,0.972935835766484,0.768598426194944,0.475019389618482,0.152074580907643,0.0976930511496532,0.15176558405652,0.0756346677398756,0.744132778783772,0.726522578776014,0.615603122002842,0.605123052801778,0.317110923021746,0.621181582799279,0.511510242789502,0.790633179330095,0.27784794366322,0.164808809198264,0.578817987881662,0.378573543168454,0.289149223283099,0.846722565963782,0.927492847204544,0.916066763304181,0.793113963018888,0.834834463536117,0.822495500078342,0.976012917449175,0.79418105534468,0.71532372298637,0.754492385141389,0.271106747590741,0.883355412261054,0.839828545097614,0.727078015086577,0.589815103611532,0.262909544274361,0.678852286930506,0.976296826324049,0.93841825140261,0.76339284449694,0.323413049973922,0.742871915252632,0.267595961426057,0.875700096321072,0.878925250890423,0.888695559861059,0.860356964707975,0.995264191450902,0.998184522562371,0.997666045313473,0.997944502005094,0.985906692091088,0.965186403970556,0.975692364249871,0.964730457399489,0.933482354599948,0.999743481390524,0.91825233140549,0.953881703567503,0.973117974120201,0.979947258730687,0.978147991454318,0.978924273133107,0.942237040679207,0.998615841373932,0.969397166011946,0.99055776684432,0.989523370640181,0.933479860313851,0.996189976927015,0.995400053414603,0.961008109541999,0.997432266461572,0.994563636090952,0.963694294787264,0.986647987178822,0.978962950734166,0.96104558741291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.479521413032708
"x0026e",0.0536832855855125,0.991693196335085,0.999267697084979,0.999429226369447,0.998777137822369,0.989544930790701,0.988192995721,0.987950935050131,0.990371809982639,0.986848038845746,0.989866142596573,0.996244520797177,0.996363691985516,0.995673791571019,0.994549940614022,0.989086421795065,0.978059591128052,0.972512264610701,-0.193468293623759,0.989605083947023,0.999719933568176,0.999713138146875,0.999607290473284,0.988377993769208,0.98598631121896,0.999713138146875,1,0.998924309103413,0.98598631121896,0.983617616638165,0.986700033032416,0.999267697084979,0.998695866010558,0.93132301202672,0.998695866010558,0.974625465407296,0.757519748393752,0.478834491458202,0.152430900755177,0.098262982036048,0.153733882650694,0.0771498783938898,0.749044908821666,0.728728617165221,0.616882944809611,0.614879435985253,0.322240866146385,0.624352651832839,0.51810439902765,0.791533231544194,0.283794894284422,0.168751825198249,0.589924999815093,0.386950945063755,0.294850196181537,0.845920423487605,0.93132301202672,0.914464193781045,0.799270762686995,0.841378927908533,0.818048304764947,0.977952344253014,0.783620966006873,0.719474424941353,0.759733401576958,0.276586728946743,0.883653677349873,0.842151184014402,0.734305471603699,0.581486489821939,0.261278139647954,0.674457341580609,0.975073438111651,0.939156756258744,0.752443313499791,0.326454699509489,0.747736282591539,0.273651982622636,0.872062705911697,0.88266213244115,0.886532734261787,0.864593850586519,0.993827698583742,0.997820667711507,0.99796580463859,0.996966441498072,0.986395447776891,0.963875866985647,0.977504813520849,0.965659562381467,0.931384478140532,0.999352235851712,0.917482375665669,0.951473847086252,0.97104930072096,0.981489320640624,0.979185634970243,0.97900996145325,0.941509063145549,0.998403209018027,0.969149248059925,0.989866142596573,0.988853244462144,0.931466359514837,0.996244520797177,0.995452979975943,0.960983632762584,0.997157814088389,0.994396969857867,0.964117835463334,0.98598631121896,0.978949683598546,0.961868868923264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.478717251366048
"x0027e",0.0551638254998246,0.990569267410787,0.999135856652368,0.998424008325139,0.999483053334238,0.989841206250381,0.987403083716848,0.986654300701252,0.989070996009653,0.985383052813828,0.990690144674431,0.995620568412379,0.99595106460167,0.995946307909169,0.995219791831389,0.989537290558507,0.979028415889832,0.974190877210948,-0.190840876609353,0.988899787394639,0.999717203357978,0.999748367337873,0.999736172605929,0.989118241164529,0.986754349930363,0.999748367337873,0.998924309103413,1,0.986754349930363,0.983086073531139,0.988470283156261,0.999135856652368,0.999127052591717,0.923422961831789,0.999127052591717,0.970847116536477,0.778574732876986,0.471199036550289,0.151661728976178,0.0971084276113097,0.149843124803489,0.0741761788366218,0.739144935555843,0.724078404868315,0.614084147175725,0.595670443257124,0.312141259382032,0.617888377392512,0.505068060289285,0.789378825903373,0.272133505222016,0.161030056881456,0.568114075503208,0.370530352868863,0.283659285750296,0.847033292642111,0.923422961831789,0.917091084227517,0.786934885684467,0.828270594728,0.826232763393902,0.973688638909365,0.803658344892832,0.711064017520236,0.749191119038484,0.265833176800156,0.882616444588769,0.837216210230633,0.719930526851761,0.597308741389931,0.264300713235892,0.682615351644343,0.976934670634349,0.937238308725988,0.773250901672294,0.320395988569396,0.737929462270933,0.261784702404307,0.878651219346903,0.874968003968135,0.890258854119895,0.855941078387275,0.996091759276205,0.998005945609851,0.996866201700973,0.998341310686738,0.98493595425622,0.965911652029337,0.973487178770705,0.963358309584273,0.934961515130885,0.999589747231208,0.918495694881184,0.955640575340127,0.974549160637811,0.977993102330343,0.976667205985809,0.978334678383316,0.942428608282977,0.998295406065764,0.969124981584869,0.990690144674431,0.98963615172958,0.934879996485277,0.995620568412379,0.994832570661705,0.960531016537154,0.997170347172583,0.994202257616132,0.962796194109465,0.986754349930363,0.978466016852549,0.95977447038402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.480025087643199
"x0029e",0.0513586000862119,0.983997510094906,0.983803267904126,0.983160939093093,0.984088933816039,0.96429279665664,0.963472322950115,0.965392468884983,0.968073505088981,0.961585909890983,0.963219524994873,0.972017065779189,0.981111674540071,0.988704222402617,0.992782789292496,0.998959669852016,0.99809442108418,0.990961357567321,-0.142257105512072,0.966015705748729,0.986424209074769,0.986647987178822,0.987176436498879,0.999783036250804,1,0.986647987178822,0.98598631121896,0.986754349930363,1,0.999173387080548,0.999507628252474,0.983803267904126,0.983918154566524,0.907545331319636,0.983918154566524,0.970510188357583,0.734918984316167,0.472824773440386,0.147480319774237,0.0959459238370565,0.154725568623309,0.0709016901839327,0.714426328885809,0.689618288667993,0.589756372377513,0.590396318743025,0.320781012034563,0.601573382485005,0.48377925127452,0.754727092044159,0.279654303127759,0.175286937708913,0.557831562259914,0.368285785250373,0.286890051717418,0.815909951191691,0.907545331319636,0.893703575570039,0.782961878081465,0.811815764325338,0.793918850113893,0.972074433232906,0.760675086173338,0.706258708440118,0.726529457433272,0.274957769700169,0.854997970275257,0.817007201124239,0.695252164521582,0.584280973630832,0.27741817039203,0.667007275410204,0.964979336202576,0.942231506763726,0.729707180352941,0.327564126761185,0.713092070692795,0.269519580746388,0.860257121729756,0.861497349339071,0.877749878264147,0.842646703070065,0.987802874064728,0.987232823400523,0.986451011856483,0.987244535756235,0.961323216203883,0.947613673517312,0.955815522072979,0.937038320947336,0.906728926780262,0.987940906091918,0.894041514667501,0.940503499232903,0.97380491634037,0.970792050648198,0.976133588519679,0.95892724028073,0.924624546361651,0.987913820293224,0.950266123445513,0.963219524994873,0.962064710042917,0.90045702498726,0.972017065779189,0.971756313151945,0.931910261659824,0.987123445907749,0.986080334437571,0.947233910035068,1,0.99606233822117,0.97099024017942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.476915548409195
"x0030e",0.0497818203706612,0.982935940930789,0.980916691181681,0.980809712840204,0.980689838146363,0.960520536121633,0.961241453017025,0.963841359082444,0.966217404482818,0.958421195570754,0.957758221485025,0.968655209938608,0.978372446142972,0.986024450757387,0.99042723920899,0.998517476863325,0.997654173670481,0.987662171930477,-0.137665401089631,0.963682203468312,0.983430782159619,0.983607409650737,0.984097112793319,0.998717011596795,0.999173387080548,0.983607409650737,0.983617616638165,0.983086073531139,0.999173387080548,1,0.997405910710792,0.980916691181681,0.980797830964552,0.908107058514887,0.980797830964552,0.972134568737487,0.715544011986399,0.480672438230438,0.148784184782959,0.0965308347668535,0.160234911372751,0.0731403927322484,0.715410929165437,0.687444548669863,0.585470166328492,0.59853874600172,0.323824972279856,0.603147006677154,0.489693995462834,0.751606727955208,0.285704896100057,0.179454837480115,0.570276191611827,0.376523568726128,0.292343412042911,0.810557901203894,0.908107058514887,0.890198581213469,0.792261686785194,0.816309995047345,0.786179020880449,0.973688989199533,0.742092702839456,0.713246536858273,0.728088702980274,0.280214131584497,0.850534007999973,0.814615350917879,0.702529560340615,0.570364115140311,0.268092277770901,0.654899914868628,0.962145791999252,0.944532483715473,0.710613691187867,0.335355402712831,0.714027163075128,0.275779042643409,0.853750062358851,0.86407883394609,0.873872378649232,0.845805848765569,0.984093847737899,0.984677877660186,0.984737865358461,0.983911976022907,0.958360511478432,0.944698008798657,0.955767333901019,0.934179037762273,0.898090323110554,0.984896367317075,0.887461294842951,0.934466316169337,0.969886511694793,0.972263531501246,0.976283925504946,0.955580948185947,0.919416205928817,0.985366624902707,0.946136348802339,0.957758221485025,0.956410588942536,0.891109518295933,0.968655209938608,0.968297864130378,0.927123050471136,0.984484381450466,0.983924458389187,0.94477763436736,0.999173387080548,0.997328008858179,0.972504562514532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.477303198117391
"x0031e",0.0525175790063555,0.983704577924035,0.984919183693691,0.983864371788953,0.985600113403629,0.96611438017075,0.964105114703637,0.965498418641144,0.968411830759847,0.962941619929794,0.966346006128024,0.97351314781413,0.9821169023765,0.989654976115716,0.993478682872928,0.998171760338958,0.997305987952644,0.99238765327053,-0.145640397090372,0.966724839054169,0.987619634280365,0.987879552532784,0.988437310657027,0.999475699220041,0.999507628252474,0.987879552532784,0.986700033032416,0.988470283156261,0.999507628252474,0.997405910710792,1,0.984919183693691,0.985214357545157,0.906085882013171,0.985214357545157,0.968159357417084,0.749042771506978,0.466233092263101,0.146307223741789,0.0953860050861174,0.150298293141052,0.0690936055016472,0.712858785876748,0.690516547002776,0.592398016395883,0.583444223903966,0.318068929427769,0.59967877054493,0.478667108106214,0.756282401845762,0.274668046407091,0.171871809882992,0.547595632357259,0.361511161713212,0.282356588579669,0.819118622669183,0.906085882013171,0.895398663663498,0.774898786291558,0.807429231995198,0.798995382718546,0.969729417037185,0.774158000679234,0.700066818547366,0.724504694366769,0.270589847557845,0.857476988293991,0.817929808069036,0.68884921431745,0.5943622065902,0.28430275066528,0.675598337951201,0.966075597357387,0.939390412102852,0.743619596710332,0.321180170559656,0.711564248487873,0.264383565170413,0.864307155208459,0.858531006597786,0.879750517707394,0.839255802392327,0.989549074797272,0.988088893748098,0.986658224915298,0.988700792651156,0.962523302492405,0.948792949218966,0.954772270506871,0.938186032962463,0.912371657090436,0.989174067421939,0.898109827311912,0.944100149831133,0.975728548473559,0.968558916283422,0.974914138348043,0.960426106094269,0.927599405882109,0.98876313875604,0.952379509129294,0.966346006128024,0.965341322435854,0.906654010363066,0.97351314781413,0.973327245190654,0.934551837716526,0.988044566756135,0.986629686414426,0.948059036508699,0.999507628252474,0.993959492743037,0.968723814671696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.476077240600301
"x0033e",0.0543539608486172,0.990335177316045,1,0.999821263784121,0.999835564922561,0.993541379065234,0.99248805163767,0.992014964745648,0.993120921379913,0.987303873280871,0.989868391005431,0.997010463333709,0.996639948064682,0.995337215510718,0.993908273021446,0.98739463514543,0.975642808882063,0.968768664461626,-0.198300223250941,0.993692207565353,0.999605520276248,0.999468146178396,0.999308436317821,0.986457333084009,0.983803267904126,0.999468146178396,0.999267697084979,0.999135856652368,0.983803267904126,0.980916691181681,0.984919183693691,1,0.999641393325802,0.929054038634726,0.999641393325802,0.973945359575389,0.76852894971288,0.479101969383803,0.153265080512841,0.0977623231308775,0.155012797203213,0.0768381044564792,0.740193367552654,0.725494921035496,0.60718914745828,0.602516884903587,0.313832576414835,0.618139584368326,0.511079854774986,0.790739906488795,0.278121181820488,0.164023173654336,0.580366383925749,0.379552577831732,0.290428040650832,0.849289479363133,0.929054038634726,0.916187824094839,0.796691510048427,0.832268445464868,0.823221346762623,0.977114673481111,0.794077745583437,0.718787915593676,0.750780823293848,0.270849746098918,0.886306153383133,0.844110487651501,0.737171759725903,0.586514049145215,0.257427925229873,0.675215034073311,0.975234366564042,0.937720376272883,0.763417241508536,0.327085243428344,0.738917499814745,0.267898026548784,0.873279495951598,0.878291204588499,0.885931764081939,0.859943161883703,0.993833717301229,0.997691558996705,0.997298695544345,0.997335582995839,0.98699811328827,0.970115469037496,0.97909387169833,0.965494299883816,0.927833434765595,0.998993016664202,0.920045336645429,0.955856539213305,0.973600378679646,0.982233658500581,0.978654390344386,0.976228069362926,0.936460481064035,0.997495453310878,0.965420919867655,0.989868391005431,0.988341948035444,0.927523530883758,0.997010463333709,0.995627818237242,0.95823697940168,0.997065292851122,0.993813346279121,0.961078874059527,0.983803267904126,0.976043718701557,0.956264916835619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.479952271574296
"x0034e",0.0546478830231017,0.991335837926318,0.999641393325802,0.999232595055327,0.999697745750384,0.99284894456389,0.991871403121127,0.991342606612121,0.992617330799509,0.986392510074696,0.989419830835321,0.996245485815688,0.996222044377523,0.995689188036988,0.994683777665358,0.987693067146669,0.975500952880516,0.968651860749433,-0.198331952298473,0.993070245409137,0.999317543168273,0.999186970239685,0.999055704009377,0.986677645773602,0.983918154566524,0.999186970239685,0.998695866010558,0.999127052591717,0.983918154566524,0.980797830964552,0.985214357545157,0.999641393325802,1,0.918814350041947,1,0.974077752602474,0.77538740969923,0.475361608905808,0.152026791230069,0.0988339641421785,0.153337688881372,0.075972708436833,0.73488295135538,0.726763239108985,0.605226573373116,0.590174107567769,0.299335453130781,0.615718568649543,0.5075148024898,0.788609085171224,0.262603314599684,0.148883122948451,0.567854288711381,0.36546270321338,0.276462709125346,0.846204780232922,0.918814350041947,0.917509383285585,0.792581266697894,0.824932842789232,0.826521379068177,0.976339519263506,0.800457593656291,0.71438172232729,0.744324010106919,0.255211550640809,0.880611090035854,0.834063526535695,0.728808122339711,0.586916356838439,0.247645894650307,0.668406969768674,0.978904222791619,0.942507768442399,0.770577756928992,0.324543151034019,0.733716711434118,0.252420226677608,0.874913780267811,0.872139040188245,0.887518094576253,0.853160220100374,0.994881823464335,0.998194442278497,0.997464698929179,0.998150034691103,0.986167961594884,0.969474325566094,0.977160969330403,0.964081194513919,0.930827865686605,0.998786770726092,0.915157871071826,0.953927258965637,0.974132469894883,0.981206557203096,0.977215520947759,0.976807521926311,0.938146797017276,0.997744146536923,0.966458127451343,0.989419830835321,0.988092224674895,0.929378137663995,0.996245485815688,0.99519550413905,0.95899597581455,0.997119885275338,0.994387177021361,0.962039000827016,0.983918154566524,0.976922936901421,0.956489915243592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.483424986922374
"x0035e",0.0461679552237896,0.901344503709915,0.929054038634726,0.932067175095131,0.925851905535732,0.927697458155472,0.925677095249838,0.926009543893173,0.924700035067609,0.924957879140211,0.9209341271619,0.931905420093848,0.926768203067748,0.91492851053606,0.907756930036678,0.90832843509469,0.903551151160771,0.896852657767621,-0.182810877507905,0.926863263524138,0.927713752725541,0.927492847204544,0.926952310675408,0.908541492414648,0.907545331319636,0.927492847204544,0.93132301202672,0.923422961831789,0.907545331319636,0.908107058514887,0.906085882013171,0.929054038634726,0.918814350041947,1,0.918814350041947,0.898193788957521,0.61544791311825,0.494411145017813,0.15873920645579,0.0755374346283908,0.166388924937571,0.0829615271165395,0.757375991901662,0.652907965370023,0.588216378442484,0.727301217160724,0.49029036252293,0.604669045730741,0.521540023198111,0.760159949401498,0.47139104110989,0.360733550488671,0.709171067648264,0.54539606944085,0.461315532121097,0.827443422219996,1,0.828391729959686,0.793005534892963,0.870440506114993,0.715148818615703,0.913660313982312,0.645669574649223,0.725103379119554,0.782997329462765,0.466333842398872,0.897712700196568,0.91884114450245,0.796763965792476,0.536439687891465,0.373027839420464,0.71801952517947,0.850514916922828,0.800409487071077,0.60655128924202,0.337378435612022,0.754682454717016,0.461390294150806,0.784419852057647,0.896620936551686,0.796774293528807,0.888379699943119,0.903922043953592,0.91501932746503,0.919310277134212,0.910386053407201,0.9235533895654,0.905340991888975,0.931483577974799,0.911735221245743,0.816042719667167,0.926018622345294,0.917734114925697,0.909959922035354,0.892353162908592,0.921871415602863,0.924252389323574,0.894127114696924,0.842086576451682,0.918349741061993,0.877816344853532,0.9209341271619,0.916776611470157,0.831503004528228,0.931905420093848,0.926031973791209,0.875021152740003,0.920633731810159,0.910455332576838,0.874868732045266,0.907545331319636,0.889815494924088,0.880575950739964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.395548288795571
"x0036e",0.0546478830231017,0.991335837926318,0.999641393325802,0.999232595055327,0.999697745750384,0.99284894456389,0.991871403121127,0.991342606612121,0.992617330799509,0.986392510074696,0.989419830835321,0.996245485815688,0.996222044377523,0.995689188036988,0.994683777665358,0.987693067146669,0.975500952880516,0.968651860749433,-0.198331952298473,0.993070245409137,0.999317543168273,0.999186970239685,0.999055704009377,0.986677645773602,0.983918154566524,0.999186970239685,0.998695866010558,0.999127052591717,0.983918154566524,0.980797830964552,0.985214357545157,0.999641393325802,1,0.918814350041947,1,0.974077752602474,0.77538740969923,0.475361608905808,0.152026791230069,0.0988339641421785,0.153337688881372,0.075972708436833,0.73488295135538,0.726763239108985,0.605226573373116,0.590174107567769,0.299335453130781,0.615718568649543,0.5075148024898,0.788609085171224,0.262603314599684,0.148883122948451,0.567854288711381,0.36546270321338,0.276462709125346,0.846204780232922,0.918814350041947,0.917509383285585,0.792581266697894,0.824932842789232,0.826521379068177,0.976339519263506,0.800457593656291,0.71438172232729,0.744324010106919,0.255211550640809,0.880611090035854,0.834063526535695,0.728808122339711,0.586916356838439,0.247645894650307,0.668406969768674,0.978904222791619,0.942507768442399,0.770577756928992,0.324543151034019,0.733716711434118,0.252420226677608,0.874913780267811,0.872139040188245,0.887518094576253,0.853160220100374,0.994881823464335,0.998194442278497,0.997464698929179,0.998150034691103,0.986167961594884,0.969474325566094,0.977160969330403,0.964081194513919,0.930827865686605,0.998786770726092,0.915157871071826,0.953927258965637,0.974132469894883,0.981206557203096,0.977215520947759,0.976807521926311,0.938146797017276,0.997744146536923,0.966458127451343,0.989419830835321,0.988092224674895,0.929378137663995,0.996245485815688,0.99519550413905,0.95899597581455,0.997119885275338,0.994387177021361,0.962039000827016,0.983918154566524,0.976922936901421,0.956489915243592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.483424986922374
"x0037e",0.0454510707841524,0.979477262519863,0.973945359575389,0.975275571915964,0.972342347606631,0.961790834017552,0.968295668095912,0.971212511956882,0.975571217746724,0.96395641625469,0.948247281551271,0.964777539982495,0.971134728933112,0.973998953823097,0.974174107103457,0.974055074312778,0.963953600167059,0.952427441430115,-0.192416432943698,0.969492207289118,0.973359212304667,0.972935835766484,0.972333888489301,0.97224947980867,0.970510188357583,0.972935835766484,0.974625465407296,0.970847116536477,0.970510188357583,0.972134568737487,0.968159357417084,0.973945359575389,0.974077752602474,0.898193788957521,0.974077752602474,1,0.657145299030111,0.487120159234598,0.148114797875038,0.100738974746685,0.171688434651478,0.0824650735201948,0.646924796214208,0.65373302799983,0.505773436346013,0.527022468928382,0.243492861024027,0.55886328573509,0.456025518090252,0.71199232575747,0.223341453209794,0.109866804025981,0.554005470302668,0.325444959230904,0.240458773413204,0.764610316941995,0.898193788957521,0.900871670566129,0.816243524038631,0.775528825667404,0.762142740158881,0.999311791947326,0.686467962497093,0.716176042051638,0.659541943236564,0.21482014522454,0.821368280170603,0.820820092621248,0.736407900856482,0.521538130195219,0.263712722624678,0.619442793039497,0.950360173292065,0.967763078409383,0.653160731815341,0.344352493221023,0.645500711633083,0.214811351185443,0.827935447066165,0.831992836121217,0.851271609808737,0.813438650676889,0.969058865918328,0.977189822186763,0.979284769013738,0.974545068666456,0.965257424053182,0.946971521043575,0.966007935095091,0.945485944986999,0.888320747626562,0.971869436468361,0.861637191168349,0.910667590591928,0.953699494384553,0.971452852988669,0.975057075292733,0.946112799666885,0.897030809273524,0.974155829133045,0.93131083223196,0.948247281551271,0.94700655897308,0.870117513456559,0.964777539982495,0.965311759172436,0.919326874534755,0.973925773946429,0.975596254115862,0.937428322881645,0.970510188357583,0.971748614686943,0.94520424533024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.496849744373732
"x0038e",0.0669578943779692,0.739624960012447,0.76852894971288,0.759734981698767,0.77670567262586,0.782562172908916,0.762336559069011,0.749197875322747,0.74829222339476,0.754721716834289,0.793561277810865,0.769298239843804,0.757884769524754,0.7603073776868,0.761891170312498,0.741030531718183,0.723899804168756,0.71967346616046,-0.179653785165762,0.762036692181285,0.768080488762105,0.768598426194944,0.76909215351395,0.740117038236174,0.734918984316167,0.768598426194944,0.757519748393752,0.778574732876986,0.734918984316167,0.715544011986399,0.749042771506978,0.76852894971288,0.77538740969923,0.61544791311825,0.77538740969923,0.657145299030111,1,0.24502493488247,0.110208228127209,0.0785718279506804,0.0334238632658181,0.0247216544782847,0.458570276981645,0.528168159780028,0.424433260009961,0.301343477389209,0.124416872246252,0.348146467973432,0.20440816852884,0.591835760086304,0.0932514553964044,0.0514950361066776,0.253239003714981,0.1266043812727,0.0913173813000345,0.663709593526996,0.61544791311825,0.751722188503659,0.446565249468483,0.494352934099016,0.821606391960602,0.656777376034083,0.998706239650713,0.431487749748181,0.46127815909673,0.0991873685292506,0.65842225151596,0.563799827712889,0.380715367829772,0.613627288982559,0.22239873340645,0.581156414705514,0.784527453642575,0.652276443899082,0.999231502231923,0.143622429218737,0.458468586797831,0.0826988403019113,0.748355280198444,0.60869034385308,0.698458605332165,0.587742876117937,0.791536261926062,0.768968275092388,0.755430819576573,0.780948430396678,0.752659493681949,0.78337821424924,0.724688978464256,0.725464232241841,0.748660668016447,0.769092639999758,0.712738622602041,0.797682877940711,0.794285790406895,0.724621954209459,0.712429077863439,0.732007537361135,0.718461793146111,0.763088431748878,0.730585790936365,0.793561277810865,0.791890079520375,0.769007993857237,0.769298239843804,0.767613814853044,0.728785841286246,0.760489034700058,0.75392271781739,0.703644044422652,0.734918984316167,0.711401246187352,0.665514794376067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.377214449389858
"x0039e",0.00855974946055402,0.468224323223991,0.479101969383803,0.482199891654507,0.475969639282283,0.481639761523056,0.490345551737524,0.493448615759964,0.491518526618142,0.484487142419416,0.468602540765423,0.474347408854904,0.465868758117349,0.460973498420427,0.466257001548364,0.478342324917728,0.474108019795471,0.43804094947531,-0.155688473487493,0.489243046394529,0.475663307341241,0.475019389618482,0.473673141603428,0.4725460053635,0.472824773440386,0.475019389618482,0.478834491458202,0.471199036550289,0.472824773440386,0.480672438230438,0.466233092263101,0.479101969383803,0.475361608905808,0.494411145017813,0.475361608905808,0.487120159234598,0.24502493488247,1,0.283694782141197,0.130260875628129,0.760279162498172,0.165117608846854,0.309089498301214,0.293656217895439,0.23496772853302,0.293711729499942,0.124163379435814,0.23602917561531,0.229170524089876,0.322559606715158,0.148645521869817,0.0744195614445432,0.365585745987558,0.198756353372629,0.165987499852943,0.445365318182412,0.494411145017813,0.423486709676847,0.622088490267551,0.414720830057543,0.432518898303941,0.491820354725737,0.264258380780002,0.932924734807172,0.32188720565495,0.137352815125522,0.469428973963408,0.462915775615216,0.500670375850293,0.179547915065496,0.0502552314251813,0.27500238336503,0.443104680718625,0.451637061030832,0.241419125803625,0.977087724890242,0.307484627741142,0.144610782467618,0.375956505676948,0.441584632573673,0.389760867725074,0.43778400992112,0.471891360911133,0.476995260140548,0.481757975385066,0.472241153552247,0.486102520818033,0.51300110270586,0.510993276867336,0.472433881130124,0.381746873538464,0.472490755528001,0.437450447159849,0.47088583483653,0.45140827465312,0.522082985844484,0.485061838201725,0.437749210908012,0.402392093525978,0.470240446367171,0.425707438747231,0.468602540765423,0.462654963411192,0.384248655874699,0.474347408854904,0.46708545105345,0.416669002174012,0.465356358078497,0.460681628369016,0.423161685097794,0.472824773440386,0.479635031932078,0.466553011128725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.162399402067595
"x0040e",0.0249540346711481,0.147502402387758,0.153265080512841,0.153596064096013,0.152896135749079,0.154803621800637,0.156934486887843,0.156298467642721,0.155842100810987,0.154431025204515,0.150589592759623,0.153309541253164,0.150995683900781,0.149219712088111,0.150161653266635,0.150568473923103,0.146231731959669,0.134348010436466,-0.0736906066477039,0.156111959167761,0.152223616096063,0.152074580907643,0.151701942062349,0.148251185559133,0.147480319774237,0.152074580907643,0.152430900755177,0.151661728976178,0.147480319774237,0.148784184782959,0.146307223741789,0.153265080512841,0.152026791230069,0.15873920645579,0.152026791230069,0.148114797875038,0.110208228127209,0.283694782141197,1,0.00124314936070455,0.0249863535631636,0.0132110243228265,0.10497089663399,0.0968741153582379,0.0745622310230759,0.0976248281192977,0.0460690607115909,0.0838966986081734,0.0842783012827443,0.115760648829031,0.0536911146169486,0.0311495431524866,0.116483518249032,0.0707210905209531,0.0570089789458698,0.123164787878447,0.15873920645579,0.144235705179528,0.345015279154096,0.127898139830309,0.168567500492456,0.150272900850725,0.114914272125579,0.313565005100573,0.108222899445034,0.0492829396992785,0.12879622022832,0.12462076668063,0.125694771910179,0.0682522877071077,0.0216557412058897,0.0803201084817025,0.151429567324625,0.143688414769567,0.110164676776661,0.283525106643615,0.104642560739238,0.0525302576938894,0.118753605462226,0.173088585159892,0.129525032072179,0.173864477789867,0.151808318388294,0.153871875796479,0.154405768307562,0.15326651765399,0.154565751619945,0.159788590020479,0.161647243158948,0.151361402583906,0.12233249856696,0.151408156318533,0.13099371559078,0.153564271439649,0.152441784181378,0.162276530066893,0.151810812310864,0.141214427708911,0.126863423496298,0.151130802420858,0.136120599314809,0.150589592759623,0.149258087776841,0.125665949612669,0.153309541253164,0.152128383073701,0.135839407567701,0.150559075392502,0.14985890309731,0.136597149745611,0.147480319774237,0.148475048211196,0.139409093127349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0906952703155857
